External ID,Listing Title additional text,Manufacturer Part Number,Year Built,PASC Condition Rating,Condition Details,MTR,Valve Type,"Inlet Size ("")","Outlet Size ("")",Class (#),Manufacturer,Model #,Body Material,Actuator,Actuator Details,Trunnion Mount,Trim,Ball,Stem,Ends,Seats,Temp Range,Pattern,Bore,Bonnet,Disc,Port,OS&Y,Skidded,Housed,Operational Status,Last Inspection,Warranty,Warranty Details,Units Available,Internal Comments,Deal Status,Price
GA-602STGET3_8_0,"NPS: 8 GATE VALVE, CS A216-WCB, CL600, BW, SCH 60, FP BB FLW/PRS TR5 GO EQZ, B16.25/B16.10, ASME B16.34, SPEC CaptainAmerica-ENG-MEC-SP-9320-ST, TAG: GA602STGET3",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,25,00071-000-PE-P-0001,,$1.00
GA-602STGET5_10_0,"10"" SCH XS CL600 BW VELAN BOLTED BONNET WEDGE GATE VALVE, FP, VERTICLE A216 WCB BODY/BONNET, STELLITE 6 DISC & SEAT (TRIM 5) ASTM A193 B7/2H BOLTING 13CR STEM, API 600 DESIGN, STYLE VT GEAR OPERATOR C/W TWO VALVE THREE WAY EQUALIZATION- BY-PASS",,,,,Yes,,"10""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,085354-P-4102-04,,$1.00
GA-602STPT4_3_0,"03-900BW5-PSB-S160-SC 3"" SCH80 CL900 BW PRESSURE SEAL WED. TELLITE 6 DISC & SEAT (TRIM 5) 13CR STEM ASME B16.34 ASTM A193 B7/2H BOLTING HAND WHEEL OPERATOR MODIFIED LOCALLY TO SCH80 SINGLE REDUCTION NOT LESS THAN 90% OF OPENING. CV = 649",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,8,00071-000-PE-P-1001,,$1.00
GA-602STT1_3_0,GATE VALVE BW SCH40 CL600 GA-602STT1,,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,6,179-PE-POD-K012,,$1.00
GA-602STT1_3_0,GATE VALVE BW SCH40 CL600 GA-602STT1,,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,00082-000-PE-P-0001,,$1.00
GA-602STT1_3_0,GATE VALVE BW SCH40 CL600 GA-602STT1,,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,7,00071-000-PE-P-0001,,$1.00
GA-602STT1_3_0,GATE VALVE BW SCH40 CL600 GA-602STT1,,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,16,00222-1110-PE-POD-0001,,$1.00
GA-602STT1_3_0,GATE VALVE BW SCH40 CL600 GA-602STT1,,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,,,$1.00
GA-602STT1_3_0,GATE VALVE BW SCH40 CL600 GA-602STT1,,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,,,$1.00
GA-602STT1_3_0,GATE VALVE BW SCH40 CL600 GA-602STT1,,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,6,,,$1.00
GA-604SS_1.5_0,"W07-T0802-SSEZ 1 1/2"" VTP2000 SW 3 PC BOLTED BODY BALL VALVE. ODY 316SS BALL & STEM M-PTFE (TFM-1600) SEAT FIRE TESTED API 607 REV.5 DUAL PTFE/ GRAPHITE PACKING B7M BOLTING LOCKING LEVER HANDLE**SPEC DEVIATION A216 WCBINVESTMENT CASTBOLTING B7MAPI 608 AN",,,,,Yes,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,085354-P-4102-06,,$1.00
GA-813_.5_0,"1/2"" CL800 THRD MERIDIAN/NEWAY GATE VALVE, CONVENTIONAL PORT, FORGED A105N BODY/BOLTED BONNET, 13CR/HF TRIM 8, GRAPHITE PACKING & GASKET, 13CR STEM, TO API602",,,,,Yes,,".5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,085354-P-4102-06,,$1.00
GA-813_.5_0,"1/2"" CL800 THRD MERIDIAN/NEWAY GATE VALVE, CONVENTIONAL PORT, FORGED A105N BODY/BOLTED BONNET, 13CR/HF TRIM 8, GRAPHITE PACKING & GASKET, 13CR STEM, TO API602",,,,,Yes,,".5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,085354-P-4102-06,,$1.00
GA-813_.75_0,GATE VALVE A105N FNPT CL800 RP TR8 API 602,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,,,$1.00
GA-813_.75_0,GATE VALVE A105N FNPT CL800 RP TR8 API 602,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,57,00082-000-PE-P-0001,,$1.00
GA-813_.75_0,GATE VALVE A105N FNPT CL800 RP TR8 API 602,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,273,00071-000-PE-P-0001,,$1.00
GA-813_.75_0,GATE VALVE A105N FNPT CL800 RP TR8 API 602,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,,,$1.00
GA-813_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , FEMALE NATION",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,,,$1.00
GA-813_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , FEMALE NATION",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,,,$1.00
GA-813_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , FEMALE NATION",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,,,$1.00
GA-813_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , FEMALE NATION",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,14,WPC Surplus,,$1.00
GA-813_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , FEMALE NATION",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,,,$1.00
GA-813_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , FEMALE NATION",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,00077-1035-PE-POD-0001,,$1.00
GA-813_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , FEMALE NATION",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1035-PE-POD-0001,,$1.00
GA-813_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , FEMALE NATION",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,34,00071-000-PE-P-0001,,$1.00
GA-813_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , FEMALE NATION",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,085354-P-4102-06,,$1.00
GA-814_1.5_0,"11/2G8SA8-DZ 1 1/2"" CL800 SW MERIDIAN/NEWAY GATE VALVE, CONVENTIONAL PORT, FORGED A105N BODY/BOLTED BONNET, 13CR/HF TRIM 8, GRAPHITE PACKING & GASKET, 13CR STEM, TO API602",,,,,Yes,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,085354-P-4102-06,,$1.00
GA-814_1_0,"SIZE-1X0 GATE VALVE, CS A105N, CL800, SW, RP BB SLW TR8, API 602, SPEC 4000-VC-N, TAG: GA-814",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00269-P-4102-01,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,50,WPC Surplus,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,23,WPC Surplus,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,WPC Surplus,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,37,WPC Surplus,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,67,WPC Surplus,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,276,00082-000-PE-P-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,255,00071-000-PE-P-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1036-PE-POD-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1036-PE-POD-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1036-PE-POD-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,00077-1036-PE-POD-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1032-PE-POD-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1032-PE-POD-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,8,00077-1032-PE-POD-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,8,00077-1032-PE-POD-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1032-PE-POD-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,8,179-PE-POD-K001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,8,179-PE-POD-K001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1027-PE-POD-0003,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1027-PE-POD-0003,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1027-PE-POD-0003,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1027-PE-POD-0003,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1027-PE-POD-0003,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,00077-1027-PE-POD-0003,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1034-PE-POD-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1034-PE-POD-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1034-PE-POD-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1034-PE-POD-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1034-PE-POD-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,88,00071-000-PE-P-0001,,$1.00
GA-814HSW_.75_0,GATE VALVE SW CL800 GA-814HSW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,,,$1.00
GA-814HSW_1.5_0,"Size-1.5X0 GATE VALVE, CS A105N, CL800, SW, RP WB SLW TR12, API 602, NACE MR0175-2002, SPEC 4000-VC-HS, TAG: GA-814HSW",,,,,Yes,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00082-000-PE-P-0001,,$1.00
GA-814HSW_1.5_0,"Size-1.5X0 GATE VALVE, CS A105N, CL800, SW, RP WB SLW TR12, API 602, NACE MR0175-2002, SPEC 4000-VC-HS, TAG: GA-814HSW",,,,,Yes,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,00082-000-PE-P-0001,,$1.00
GA-814HSW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,89,179-PE-POD-K012,,$1.00
GA-814HSW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,54,,,$1.00
GA-814HSW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,WPC Surplus,,$1.00
GA-814HSW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,WPC Surplus,,$1.00
GA-814HSW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00222-1110-PE-POD-0001,,$1.00
GA-814HSW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,12,00082-000-ME-P-0003.03,,$1.00
GA-814HSW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,16,,,$1.00
GA-814L_.75_0,"W04-2054B-26NB 3/4"" CL800 SW VELAN GATE VALVE, RP, VERTICAL A350 LF2 BODY/BOLTED BONNET, CF8M DISC, STELLITE 6 SEAT, 316SS STEM, L7M BOLTING HARD TESTED, NACE MR-01-75 TRIM 12 9V1-GA814L TAG: GA-814L P.O. ITEM NO. 64.1 STOCK",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,09C8344-P-4102-03,,$1.00
GA-814L_1_0,"NPS: 1 GATE VALVE, LTCS A350-LF2 CL.1, CL800, SW, RP BB SLW TR12, API 602, SPEC 4000-VC-LT",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00082-000-ME-P-0003.03,,$1.00
GA-814P/L_.75_0,"W04-2054B-26TY 3/4"" CL800 SW VELAN GATE VALVE, RP, VERTICAL A350 LF2 BODY/BOLTED BONNET, CF8M DISC, STELLITE 6 SEAT, 13 CR STEM, L7M BOLTING HARD TESTED, TRIM 8 **SPEC DEVIATION - API 602 2 MINUTE HYDRO TESTED TO CSA Z245.15 9V1-GA814P/L TAG: GA-814P/L P",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,8,09C8344-P-4102-03,,$1.00
GA-814S_.75_0,"3/4"" CL800 SW VELAN GATE VALVE, RP, VERTICAL A105N BODY/BOLTED BONNET, CF8M DISC, STELLITE 6 SEAT, 316SS STEM, NACE MR 01-75, TRIM 12, B7M/2HM BOLTING **BOLTING B7M/2HM 9V1-GA814S TAG: GA-814S STOCK",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,085354A-P-4102-83,,$1.00
GA-814SS_.5_0,"1/2"" CL800 SW VELAN GATE VALVE, RP, VERTICAL A105N BODY/BOLTED BONNET, CF8M DISC, STELLITE 6 SEAT, 316SS STEM, NACE NACE MR 01-75, TRIM 12, B7M/2HM BOLTING **BOLTING B7M/2HM 9V1-GA814SS TAG: GA-814SS STOCK",,,,,Yes,,".5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,085354-P-4102-06,,$1.00
GA-814SS_.75_0,"3/4"" CL800 SW VELAN GATE VALVE, RP, VERTICAL A105N BODY/BOLTED BONNET, CF8M DISC, STELLITE 6 SEAT, 316SS STEM, NACE MR 01-75, TRIM 12, B7M/2HM BOLTING **BOLTING B7M/2HM 9V1-GA814SS TAG: GA-814SS STOCK",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,9,09C8344-P-4102-03,,$1.00
GA-814SS_.75_0,"3/4"" CL800 SW VELAN GATE VALVE, RP, VERTICAL A105N BODY/BOLTED BONNET, CF8M DISC, STELLITE 6 SEAT, 316SS STEM, NACE MR 01-75, TRIM 12, B7M/2HM BOLTING **BOLTING B7M/2HM 9V1-GA814SS TAG: GA-814SS STOCK",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,085354-P-4102-06,,$1.00
GA-814SS_.75_0,"3/4"" CL800 SW VELAN GATE VALVE, RP, VERTICAL A105N BODY/BOLTED BONNET, CF8M DISC, STELLITE 6 SEAT, 316SS STEM, NACE MR 01-75, TRIM 12, B7M/2HM BOLTING **BOLTING B7M/2HM 9V1-GA814SS TAG: GA-814SS STOCK",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,27,085354-P-4102-06,,$1.00
GA-814SS_1_0,GATE VALVE SW CL800 GA-814SS,,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,085354-P-4102-06,,$1.00
GA-814STW_.75_0,GATE VALVE SW CL800 GA-814STW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,9,,,$1.00
GA-814STW_.75_0,GATE VALVE SW CL800 GA-814STW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,9,,,$1.00
GA-814STW_.75_0,GATE VALVE SW CL800 GA-814STW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,8,,,$1.00
GA-814STW_.75_0,GATE VALVE SW CL800 GA-814STW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,,,$1.00
GA-814STW_.75_0,GATE VALVE SW CL800 GA-814STW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,68,00071-000-PE-P-0001,,$1.00
GA-814STW_.75_0,GATE VALVE SW CL800 GA-814STW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1036-PE-POD-0001,,$1.00
GA-814STW_.75_0,GATE VALVE SW CL800 GA-814STW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,44,00071-000-PE-P-0001,,$1.00
GA-814STW_.75_0,GATE VALVE SW CL800 GA-814STW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,27,00082-000-PE-P-0001,,$1.00
GA-814STW_.75_0,GATE VALVE SW CL800 GA-814STW,,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,18,WPC Surplus,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,85,WPC Surplus,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1034-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1034-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1034-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1034-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1027-PE-POD-0003,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,00077-1027-PE-POD-0003,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,235,00071-000-PE-P-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1037-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1037-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1037-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1037-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1037-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1037-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1037-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1036-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1036-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1036-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1036-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1036-PE-POD-0001,,$1.00
GA-814STW_1_0,"NPS: 1 GATE VALVE , CARBON STEEL PER ASTM A105N , CLASS 800 , SOCKET WELDED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,00077-1036-PE-POD-0001,,$1.00
