External ID,Listing Title additional text,Manufacturer Part Number,Year Built,PASC Condition Rating,Condition Details,MTR,Valve Type,"Inlet Size ("")","Outlet Size ("")",Class (#),Manufacturer,Model #,Body Material,Actuator,Actuator Details,Trunnion Mount,Trim,Ball,Stem,Ends,Seats,Temp Range,Pattern,Bore,Bonnet,Disc,Port,OS&Y,Skidded,Housed,Operational Status,Last Inspection,Warranty,Warranty Details,Units Available,Internal Comments,Deal Status,Price
BA-100_2_0,"F08-00402-SSEZ 2"" CL150 RF VELAN SPLIT BODY BALL VALVE, RP, WCB BODY, 316SS BALL & STEM, M-PTFE (TFM-1600) SEAT, GRAPHITE PACKING, LEVER HANDLE",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
BA-100_4_0,"F12-00402-SSEZ 4"" CL150 RF VELAN SPLIT BODY BALL VALVE, RP, WCB BODY, 316SS BALL & STEM, M-PTFE (TFM-1600) SEAT, FIRE TESTED API 607 REV.5, GRAPHITE PACKING, LEVER HANDLE",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
BA-100C_1_0,"AKH3 1"" CL150 RF BALL VALVE STANDARD PORT FULLY PFA L. STEM LOCKING LEVER OPERATED",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,42,P-6500-01,,$1.00
BA-100C_2_0,"AKH3 2"" CL150 RF ATOMAC BALL VALVE, STANDARD PORT, FULLY PFA LINED DI BODY, PFA ENCAPSULATED DI BALL, SS STEM, LOCKING LEVER OPERATED",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,69,P-6500-01,,$1.00
BA-100C_3_0,"AKH3 3"" CL150 RF ATOMAC BALL VALVE, STANDARD PORT, FULLY PFA LINED DI BODY, PFA ENCAPSULATED DI BALL, SS STEM, LOCKING LEVER OPERATED",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,6,P-6500-01,,$1.00
BA-100C_4_0,"AKH3 4"" CL150 RF ATOMAC BALL VALVE, STANDARD PORT, FULLY PFA LINED DI BODY, PFA ENCAPSULATED DI BALL, SS STEM, LOCKING LEVER OPERATED",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,9,P-6500-01,,$1.00
BA-100CX_6_0,"AKH2A 6"" ATOMAC CL150 RF BALL VALVE, FP, FULLY PFA LINED DI BODY, PFA ENCAPSULATED DI BALL, SS STEM, LOCKING LEVER OPERATED",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
BA-100L_2_0,"F08-00431-SSEZ 2"" CL150 RF VELAN SPLIT BODY BALL VALVE, RP, LCC BODY, 316SS BALL & STEM, M-PTFE (TFM-1600) SEAT, GRAPHITE PACKING, FIRE TESTED API 607 REV 5, NACE MR 0103, LEVER HANDLE",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
BA-100SS_2_0,"F08-00402-SSEZ 2"" CL150 RF VELAN SPLIT BODY BALL VALVE, RP, WCB BODY, 316SS BALL & STEM, M-PTFE (TFM-1600) SEAT, GRAPHITE PACKING, FIRE SAFE TO API 607 REV 5, B7 BOLTING, SS TAG COMPLIANCE TO API 608 VALVE DESIGN WITH B16.34 AND API 608 FACE TO FACE MEASU",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,20,P-6500-01,,$1.00
BA-100SS_3_0,"F10-00402-SSEZ 3"" CL150 RF VELAN SPLIT BODY BALL VALVE, RP, WCB BODY, 316SS BALL & STEM, M-PTFE (TFM-1600) SEAT, GRAPHITE PACKING, FIRE SAFE TO API 607 REV 5, B7 BOLTING, SS TAG COMPLIANCE TO API 608 VALVE DESIGN WITH B16.34 AND API 608 FACE TO FACE MEASU",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,6,P-6500-01,,$1.00
BA-100SS_4_0,"F12-00402-SSEZ 4"" CL150 RF VELAN SPLIT BODY BALL VALVE, RP, WCB BODY, 316SS BALL & STEM, M-PTFE (TFM-1600) SEAT, GRAPHITE PACKING, FIRE SAFE TO API 607 REV 5, B7 BOLTING, SS TAG COMPLIANCE TO API 608 VALVE DESIGN WITH B16.34 AND API 608 FACE TO FACE MEASU",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,6,P-6500-01,,$1.00
BA-100SSX_6_0,"B102-CS2-42-S1 6"" X 4"" CL150 RF WKM FLOATING BALL VALVE, RP, WKM 310 SERIES, 285 PSI MOP, 170 PSI AT MAX TEMP, A216 WCC CARBON STEEL BODY, CF8M/316 SS BALL, 316SS STEM, FILLED PTFE SEAT, API 607, ASME B16.34, ANTI STATIC, WRENCH WITH LOCK DEVICE, -29c TO ",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,8,P-6500-01,,$1.00
BA-600MZ_2_0,"F08-20402-MOCZ 2"" CL600 RF VELAN SPLIT-BODY BALL VALVE, RP, A105/ WCB BODY, MONEL BALL & STEM, GRAPHITE REINFORCED PTFE SEAT, FIRE-TESTED TO API-607 REV. 5 STD/W GRAPHITE PACKING, B16.5, VALVE DESIGN IN ACCORDANCE WITH B16.34 & API 608. VALVE TESTED TO AP",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,P-6500-01,,$1.00
BA-600MZ_3_0,"F10-20402-MOCZ 3"" CL600 RF VELAN SPLIT-BODY BALL VALVE, RP, A105/ WCB BODY, MONEL BALL & STEM, GRAPHITE REINFORCED PTFE SEAT, FIRE-TESTED TO API-607 REV. 5 STD/W GRAPHITE PACKING, B16.5, VALVE DESIGN IN ACCORDANCE WITH B16.34 & API 608. VALVE TESTED TO AP",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
BA-600MZ_4_0,"F12-20402-MOCZ 4"" CL600 RF VELAN SPLIT-BODY BALL VALVE, RP, A105/ WCB BODY, MONEL BALL & STEM, GRAPHITE REINFORCED PTFE SEAT, FIRE-TESTED TO API-607 REV. 5 STD/W GRAPHITE PACKING, B16.5, VALVE DESIGN IN ACCORDANCE WITH B16.34 & API 608. VALVE TESTED TO AP",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
BA-600SS_4_0,"F12-20402-PRCZ 4"" CL600 RF VELAN SPLIT BODY BALL VALVE, RP, WCB BODY, 316 SS CR PLATED BALL 630SS STEM, CARBON RAPHITE REINFORCED TFE SEAT, GRAPHITE PACKING FIRE TESTED API 607 REV 5, API 608, LEVER HANDLE",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
BA-605_.5_0,"5A-T3F05TS20BZ 1/2"" 2000WOG FNPT X SHT SW NUTRON 3 PC THRD DESIGN BALL VALVE, FP, FIRESAFE API 607, ANTI STATIC, BLOW OUT PROOF STEM, LOCKING HANDLE, TEFLON SEAT, GRAPHITE PACKING, TEFLON BODY SEALS",,,,,Yes,,".5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1815,P-6500-01,,$1.00
BA-605SS_.75_0,"3/4"" TE-600 THRD X SW TE-600 REG PORT TOP-ENTRY WCB BODY 316. TO API607, GRAPHITE PACKING, SPIRAL WOUND SS/GRAPHITE GASKET, ANTI-STATIC, ASME B16.34, API608, API598",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
BU-100SSG_6_0,"110606BAAC-BBABAA-UX-G 6"" CL150 RFSCORE TRICENTRIC HIGH PERFORMANCE BUTTERFLY VALVE, WCB LUG, A216 WCB BODY WITH STELLITE 21 SEAT OVERLAY, A351 CF8M DISC, 316SS/ GRAPHITE LAMINATED SEAL STACK, CARBON GRAPHITE BEARINGS, 17-4 PH DH1150 SHAFT, GRAPHITE PACK",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,16,P-6500-01,,$1.00
BU-300SG_20_0,"332020BAAC-BBABAA-UXZ-G 20"" CL300 RF SCORE TRICENTRIC HIGH PERFORMANCE BUTTERFLY VALVE, WCB LUG, A216 WCB BODY WITH STELLITE 21 SEAT OVERLAY, A351 CF8M DISC, 316SS/GRAPHITE LAMINATED SEAL STACK, CARBON GRAPHITE BEARINGS, 17-4 PH DH1150 SHAFT, GRAPHITE PAC",,,,,Yes,,"20""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
CH-100 _12_0,"12S1RA8 12"" CL150 RF SWING CHECK VALVE A216 WCB BODY/BOLTED. BOLTING BS1868 ASME B16.34",,,,,Yes,,"12""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
CH-100_10_0,"10S1RA8 10"" CL150 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 8, 316 GRAPHITE GASKET, B7/2H BOLTING, BS1868, ASME B16.34",,,,,Yes,,"10""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-100_12_0,"12S1RA8 12"" CL150 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 8, 316 GRAPHITE GASKET, B7/2H BOLTING, BS1868, ASME B16.34",,,,,Yes,,"12""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-100_20_0,"20S1RA8 20"" CL150 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 8, 316 GRAPHITE GASKET, B7/2H BOLTING, BS1868, ASME B16.34",,,,,Yes,,"20""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,10,P-6500-01,,$1.00
CH-100L_10_0,"5S1RC5 5"" CL150 RF NEWAY SWING CHECK VALVE, A352 LCC BODY/BOLTED CAP, ASTM A193-B7M BOLT & ASTM A194-2HM STUD, API TRIM 5, CORRUGATED GRAPHITE GASKET, BS1868, ASME B16.34",,,,,Yes,,"10""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
CH-100L_3_0,"3S1RC5 3"" CL150 RF NEWAY SWING CHECK VALVE, A352 LCC BODY/BOLTED CAP, ASTM A193-B7M BOLT & ASTM A194-2HM STUD, API TRIM 5, CORRUGATED GRAPHITE GASKET, BS1868, ASME B16.34",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-100L_4_0,"4S1RC5 4"" CL150 RF NEWAY SWING CHECK VALVE, A352 LCC BODY/BOLTED CAP, ASTM A193-B7M BOLT & ASTM A194-2HM STUD, API TRIM 5, CORRUGATED GRAPHITE GASKET, BS1868, ASME B16.34",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-100S_10_0,"10S1RA12NC 10"" CL150 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/ BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7M/2HM BOLTING, NACE, BS1868, ASME B16.34",,,,,Yes,,"10""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-100S_4_0,"4S1RA12NC 4"" CL150 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7M/2HM BOLTING, NACE, BS1868, ASME B16.34",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-100SS_10_0,"10S1RA12NC 10"" CL150 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/ BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7M/2HM BOLTING, NACE, BS1868, ASME B16.34",,,,,Yes,,"10""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,P-6500-01,,$1.00
CH-100SS_12_0,"12S1RA12NC 12"" CL150 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/ BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7/2H BOLTING, BS1868, ASME B16.34, NACE MR0175-2002",,,,,Yes,,"12""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,6,P-6500-01,,$1.00
CH-100SS_16_0,"16S1RA12NC 16"" CL150 RF NEWAY SWING CHECK VALVE, A216 WCB BODY, TRIM 12 NACE, B7M/2HM BOLTING",,,,,Yes,,"16""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
CH-100SS_2_0,"2S1RA12NC 2"" CL150 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7M/2HM BOLTING, NACE, BS1868, ASME B16.34",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,21,P-6500-01,,$1.00
CH-100SS_3_0,"3S1RA12NC 3"" CL150 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7/2H BOLTING, BS1868, ASME B16.34, NACE MR0175/2002",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,10,P-6500-01,,$1.00
CH-100SS_4_0,"4S1RA12NC 4"" CL150 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7M/2HM BOLTING, NACE, BS1868, ASME B16.34",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,17,P-6500-01,,$1.00
CH-100SS_6_0,"6S1RA12NC 6"" CL150 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7M/2HM BOLTING, NACE, BS1868, ASME B16.34",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,22,P-6500-01,,$1.00
CH-100SS_8_0,"8S1RA12NC 8"" CL150 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7/2H BOLTING, BS1868, ASME B16.34, NACE MR0175-2002",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,14,P-6500-01,,$1.00
CH-100SY3_4_0,"4S1RG12-NC-GRA-600 4"" CL150 RF NEWAY SWING CHECK VALVE, A351 CF8M BODY, 316 GRAPHITE GASKET, B8M CL2/8MA BOLTING, TRIM 12, NACE BS1868, ASME B16.34",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-100SY3_8_0,"8S1RG12-NC-GRA-600 8"" CL150 RF NEWAY SWING CHECK VALVE, A351 CF8M BODY, 316 GRAPHITE GASKET, B8M CL2/8MA BOLTING, TRIM 12, NACE BS1868, ASME B16.34",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-100Y3_3_0,"3S1RG12-NC-GRA-600 3"" CL150 RF NEWAY SWING CHECK VALVE, A351 CF8M BODY, 316 GRAPHITE GASKET, B8M CL2/8MA BOLTING, TRIM 12, NACE BS1868, ASME B16.34",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-100Y3_6_0,"6S1RG12-NC-GRA-600 6"" CL150 RF NEWAY SWING CHECK VALVE, A351 CF8M BODY, 316 GRAPHITE GASKET, B8M CL2/8MA BOLTING, TRIM 12, NACE BS1868, ASME B16.34",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-140C_2_0,"ARV2-11T00300NQ 2"" CL150 RF ATOMAC CHECK VALVE, FP, FULLY PFA LINED, DI BODY, PTFE BALL",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
CH-140C_3_0,"ARV2 3"" CL150 RF ATOMAC CHECK VALVE, FP, FULLY PFA LINED, DI BODY, PTFE BALL",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
CH-140C_4_0,"ARV2 4"" CL150 RF ATOMAC CHECK VALVE, FP, FULLY PFA LINED, DI BODY, PTFE BALL",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
CH-140C_6_0,"ARV2 6"" CL150 RF ATOMAC CHECK VALVE, FP, FULLY PFA LINED, DI BODY, PTFE BALL",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
CH-140LC_2_0,"ARV2-PFA-CF8M 2"" ATOMAC AS3 CHECK VALVE, STAINLESS STEEL BODY, PFA LINED BALL, B7/2H BOLTING",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-140LC_3_0,"ARV2-PFA-CF8M 3"" ATOMAC AS3 CHECK VALVE, STAINLESS STEEL BODY, PFA LINED BALL, B7/2H BOLTING",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
CH-140LC_4_0,"ARV2-PFA-CF8M 4"" ATOMAC AS3 CHECK VALVE, STAINLESS STEEL BODY, PFA LINED BALL, B7/2H BOLTING",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-1552STPT10_8_0,"B15-3344P-02TS 8"" SCHXXS CL1500 BW TILTING DISC CHECK VALVE. Y/BONNET STELLITE 6 DISC & SEAT ASME B16.34 ASTM A193 B7/2H BOLTING",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
CH-300_10_0,"10S3RA8 10"" CL300 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 8, 316 GRAPHITE GASKET, B7/2H BOLTING, BS1868, ASME B16.34",,,,,Yes,,"10""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
CH-300S_10_0,"10S3RA12NC 10"" CL300 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/ BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7M/2HM BOLTING, NACE, BS1868, ASME B16.34",,,,,Yes,,"10""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-300S_3_0,"3S3RA12NC 3"" CL300 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7M/2HM BOLTING, NACE, BS1868, ASME B16.34",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
CH-300S_3_0,"3S3RA12NC 3"" CL300 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7M/2HM BOLTING, NACE, BS1868, ASME B16.34",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-300S_4_0,"4S3RA12NC 4"" CL300 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7M/2HM BOLTING, NACE, BS1868, ASME B16.34",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-300SS_10_0,"10S3RA12NC 10"" CL300 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/ BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7M/2HM BOLTING, NACE, BS1868, ASME B16.34",,,,,Yes,,"10""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
CH-300SS_3_0,"3S3RA12NC 3"" CL300 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7M/2HM BOLTING, NACE, BS1868, ASME B16.34",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
CH-300SS_6_0,"6S3RA12NC 6"" CL300 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7M/2HM BOLTING, NACE, BS1868, ASME B16.34",,,,,Yes,,"6""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
CH-300SS_8_0,"8S3RA12NC 8"" CL300 RF NEWAY SWING CHECK VALVE, A216 WCB BODY/BOLTED CAP, API TRIM 12, 316 GRAPHITE GASKET, B7M/2HM BOLTING, NACE, BS1868, ASME B16.34",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
CH-600MZ_3_0,"F10-2114C-02XX 3"" CL600 RF VELAN SWING CHECK VALVE, RP, VERTICAL A216 WCB BODY/BOLTED BONNET, MONEL DISC & PIN, STELLITE 6 SEAT, API TRIM 9, B7/2H BOLTING",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,3,P-6500-01,,$1.00
CH-600SS_8_0,"F15-2114C-02MY 8"" CL600 RF VELAN SWING CHECK VALVE, RP, API 600 BOLTED CAP, WCB BODY, CF8M OR 316 WEDGE/DISC SURFACE, STELLITE 6 SEAT SURFACE, CF8M DISC, 316L/GRAPHITE SPIRAL WOUND GASKET, B7/2H CAP BOLTING, API TRIM 12, NON-PIGGABLE",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-600SS_8_0,"F15-2114C-02MY 8"" CL600 RF VELAN SWING CHECK VALVE, RP, API 600 BOLTED CAP, WCB BODY, CF8M OR 316 WEDGE/DISC SURFACE, STELLITE 6 SEAT SURFACE, CF8M DISC, 316L/GRAPHITE SPIRAL WOUND GASKET, B7/2H CAP BOLTING, API TRIM 12, NON-PIGGABLE",,,,,Yes,,"8""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
CH-813_1_0,"1P8NA8-SR 1"" CL800 THRD MERIDIAN/NEWAY PISTON CHECK VALVE, CONVENTIONAL PORT, FORGED A105N BODY/BOLTED CAP, 13CR/HF TRIM 8, GRAPHITE GASKET, INCONEL X-750 SPRING, TO API602, B7/2H BOLTING",,,,,Yes,,"1""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-814_.75_0,"3/4P8SA8-SR 3/4"" CL800 SW MERIDIAN/NEWAY PISTON CHECK VALVE, CONVENTIONAL PORT, FORGED A105N BODY/BOLTED CAP, 13CR/HF TRIM 8, GRAPHITE GASKET, INCONEL X-750 SPRING, TO API602, B7/2H BOLTING",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
CH-814SS_1.5_0,"W07-2034B-02MY 1 1/2"" CL800 SW VELAN PISTON CHECK VALVE, RP, A105N BODY/BOLTED BONNET, STELLITE 6 DISC & SEAT, 316SS STEM, HRC22 MAX BOLTING, API TRIM 12, B7/2H BOLTING",,,,,Yes,,"1.5""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
CH-814Y3_.75_0,"W04-2034B-13MY 3/4"" CL800 SW VELAN PISTON CHECK VALVE, RP, VERTICAL 316SS/CF8M BODY/BOLTED BONNET & DISC, BOLTED CAP, STELLITE 6 SEAT, B8M-CL2/8M BOLTING",,,,,Yes,,".75""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GA-100_2_0,"2G1RA8 2"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 8, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 SPIRAL WOUND GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, API 600, ASME B16.34",,,,,Yes,,"2""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,156,P-6500-01,,$1.00
GA-100_3_0,"3G1RA8 3"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 8, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, API 600, ASME B16.34",,,,,Yes,,"3""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,2,P-6500-01,,$1.00
GA-100_4_0,"4G1RA8 4"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 8, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, API 600, ASME B16.34",,,,,Yes,,"4""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,30,P-6500-01,,$1.00
GA-100G_16_0,"16G1RA8G 16"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 8, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, GEAR OP, API600, ASME B16.34",,,,,Yes,,"16""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,4,P-6500-01,,$1.00
GA-100G_18_0,"18G1RA8G 18"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 8, FLEX WEDGE, 316 SPIRAL WOUND GRAPH GASKET, B7/2H BOLTING, API600, W/ GEAR OPERATOR, ASME B16.34 GEAR OP, API600, ASME B16.34",,,,,Yes,,"18""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,5,P-6500-01,,$1.00
GA-100G_20_0,"20G1RA8G 20"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 8, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, GEAR OP, API600, ASME B16.34",,,,,Yes,,"20""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,9,P-6500-01,,$1.00
GA-100G_24_0,"24G1RA8G 24"" CL150 RF NEWAY GATE VALVE, A216 WCB BODY/BOLTED BONNET, API TRIM 8, FLEX WEDGE, GRAPH PACK W/ CORR INHIB, 316 GRAPHITE GASKET, BRAIDED END/DIE FORMED INNER RINGS, B7/2H BOLTING, GEAR OP, API600, ASME B16.34",,,,,Yes,,"24""",,,,,,,,,,,,,,,,,,,,,,,Disconnected,,,,1,P-6500-01,,$1.00
